Date1,Answer1,Interval,Ease factor,Time to answer1,Review type1,Date2,Answer2,Time to answer2,Review type2,Card ID
2020-09-09 00:25:41,3,1,2.3,1.267,Relearn,2020-09-11 21:00:50,3,2.807,Review,1398801279252
2020-09-11 21:00:50,3,3,2.3,2.807,Review,2020-09-15 16:29:01,3,3.134,Review,1398801279252
2020-09-15 16:29:01,3,6,2.3,3.134,Review,2020-09-24 18:40:20,1,2.614,Review,1398801279252
2020-09-24 18:40:20,1,0.006944444444444444,2.1,2.614,Review,2020-09-24 18:43:45,3,4.942,Relearn,1398801279252
2020-09-24 18:43:45,3,1,2.1,4.942,Relearn,2020-10-03 20:47:29,3,5.0,Review,1398801279252
2020-10-03 20:47:29,3,8,2.1,5.0,Review,2020-10-11 12:10:58,1,3.165,Review,1398801279252
2020-10-11 12:10:58,1,0.006944444444444444,1.9,3.165,Review,2020-10-11 12:11:29,3,2.313,Relearn,1398801279252
2020-10-11 12:11:29,3,1,1.9,2.313,Relearn,2020-10-15 09:53:22,3,1.614,Review,1398801279252
2020-10-15 09:53:22,3,3,1.9,1.614,Review,2020-10-19 02:25:18,3,4.869,Review,1398801279252
2020-10-19 02:25:18,3,4,1.9,4.869,Review,2020-11-02 20:57:40,3,7.651,Review,1398801279252
2020-11-02 20:57:40,3,16,1.9,7.651,Review,2020-11-18 09:31:31,3,1.995,Review,1398801279252
2020-11-18 09:31:31,3,26,1.9,1.995,Review,2020-12-14 09:27:15,3,7.057,Review,1398801279252
2020-12-14 09:27:15,3,50,1.9,7.057,Review,2021-02-03 23:14:12,3,4.695,Review,1398801279252
2021-02-03 23:14:12,3,98,1.9,4.695,Review,2021-05-12 09:21:43,3,2.285,Review,1398801279252
2021-05-12 09:21:43,3,188,1.9,2.285,Review,2021-11-20 10:18:18,4,2.367,Review,1398801279252
2020-07-10 10:10:19,1,0.0006944444444444445,0.0,5.315,Learn,2020-07-10 10:11:32,3,3.385,Learn,1398801279253
2020-07-10 10:11:32,3,0.006944444444444444,0.0,3.385,Learn,2020-07-10 10:16:04,3,2.71,Learn,1398801279253
2020-07-10 10:16:04,3,1,2.5,2.71,Learn,2020-07-29 09:11:20,1,5.118,Review,1398801279253
2020-07-29 09:11:20,1,0.006944444444444444,2.3,5.118,Review,2020-07-29 09:12:12,1,14.081,Relearn,1398801279253
2020-07-29 09:12:12,1,0.006944444444444444,2.3,14.081,Relearn,2020-07-29 09:12:54,3,5.574,Relearn,1398801279253
2020-07-29 09:12:54,3,1,2.3,5.574,Relearn,2020-08-06 09:39:27,1,3.095,Review,1398801279253
2020-08-06 09:39:27,1,0.006944444444444444,2.1,3.095,Review,2020-08-06 09:44:56,3,5.48,Relearn,1398801279253
2020-08-06 09:44:56,3,1,2.1,5.48,Relearn,2020-08-08 11:11:51,3,7.4,Review,1398801279253
2020-08-08 11:11:51,3,2,2.1,7.4,Review,2020-08-14 18:13:17,3,4.908,Review,1398801279253
2020-08-14 18:13:17,3,8,2.1,4.908,Review,2020-08-29 20:11:35,1,4.758,Review,1398801279253
2020-08-29 20:11:35,1,0.006944444444444444,1.9,4.758,Review,2020-08-29 20:12:42,3,8.684,Relearn,1398801279253
2020-08-29 20:12:42,3,1,1.9,8.684,Relearn,2020-08-31 21:25:40,3,5.061,Review,1398801279253
2020-08-31 21:25:40,3,2,1.9,5.061,Review,2020-09-02 11:33:20,1,6.423,Review,1398801279253
2020-09-02 11:33:20,1,0.006944444444444444,1.7,6.423,Review,2020-09-02 11:34:08,3,3.111,Relearn,1398801279253
2020-09-02 11:34:08,3,1,1.7,3.111,Relearn,2020-09-07 09:47:56,3,8.742,Review,1398801279253
2020-09-07 09:47:56,3,4,1.7,8.742,Review,2020-09-11 21:00:42,3,7.635,Review,1398801279253
2020-09-11 21:00:42,3,7,1.7,7.635,Review,2020-09-19 12:05:50,1,5.0,Review,1398801279253
2020-09-19 12:05:50,1,0.006944444444444444,1.5,5.0,Review,2020-09-19 12:09:38,3,5.0,Relearn,1398801279253
2020-09-19 12:09:38,3,1,1.5,5.0,Relearn,2020-09-22 14:59:10,3,3.0,Review,1398801279253
2020-09-22 14:59:10,3,3,1.5,3.0,Review,2020-10-03 20:48:25,3,6.0,Review,1398801279253
2020-10-03 20:48:25,3,8,1.5,6.0,Review,2020-10-11 12:11:06,3,4.224,Review,1398801279253
2020-10-11 12:11:06,3,14,1.5,4.224,Review,2020-11-04 22:22:29,3,4.029,Review,1398801279253
2020-11-04 22:22:29,3,30,1.5,4.029,Review,2020-12-04 14:44:53,3,8.325,Review,1398801279253
2020-12-04 14:44:53,3,44,1.5,8.325,Review,2021-01-17 12:06:06,3,5.794,Review,1398801279253
2021-01-17 12:06:06,3,70,1.5,5.794,Review,2021-03-28 12:57:37,3,2.511,Review,1398801279253
2021-03-28 12:57:37,3,105,1.5,2.511,Review,2021-07-12 00:44:56,1,5.011,Review,1398801279253
2021-07-12 00:44:56,1,0.006944444444444444,1.3,5.011,Review,2021-07-12 00:46:06,3,2.173,Relearn,1398801279253
2021-07-12 00:46:06,3,1,1.3,2.173,Relearn,2021-07-14 01:22:14,3,2.093,Review,1398801279253
2021-07-14 01:22:14,3,3,1.3,2.093,Review,2021-07-18 21:47:01,1,3.65,Review,1398801279253
2021-07-18 21:47:01,1,0.006944444444444444,1.3,3.65,Review,2021-07-18 21:55:29,3,1.811,Relearn,1398801279253
2021-07-18 21:55:29,3,1,1.3,1.811,Relearn,2021-07-23 12:53:37,3,1.738,Review,1398801279253
2021-07-23 12:53:37,3,3,1.3,1.738,Review,2021-07-27 09:07:44,3,5.532,Review,1398801279253
2021-07-27 09:07:44,3,5,1.3,5.532,Review,2021-08-07 17:43:45,3,1.884,Review,1398801279253
2021-08-07 17:43:45,3,10,1.3,1.884,Review,2021-08-17 23:55:48,3,4.626,Review,1398801279253
2021-08-17 23:55:48,3,13,1.3,4.626,Review,2021-08-31 19:29:10,3,3.304,Review,1398801279253
2021-08-31 19:29:10,3,18,1.3,3.304,Review,2021-09-19 00:12:40,3,6.481,Review,1398801279253
2021-09-19 00:12:40,3,23,1.3,6.481,Review,2021-10-14 22:59:20,3,2.985,Review,1398801279253
2021-10-14 22:59:20,3,32,1.3,2.985,Review,2021-11-20 10:14:14,1,6.802,Review,1398801279253
2020-07-09 10:14:28,3,0.006944444444444444,0.0,3.575,Learn,2020-07-09 10:22:18,1,10.855,Learn,1398801279254
2020-07-09 10:22:18,1,0.0006944444444444445,0.0,10.855,Learn,2020-07-09 10:22:31,3,3.192,Learn,1398801279254
2020-07-09 10:22:31,3,0.006944444444444444,0.0,3.192,Learn,2020-07-09 10:25:46,3,2.086,Learn,1398801279254
2020-07-09 10:25:46,3,1,2.5,2.086,Learn,2020-07-28 16:42:13,3,2.05,Review,1398801279254
2020-07-28 16:42:13,3,28,2.5,2.05,Review,2020-08-29 20:17:12,3,3.709,Review,1398801279254
2020-08-29 20:17:12,3,72,2.5,3.709,Review,2020-11-09 09:17:40,3,12.978,Review,1398801279254
2020-11-09 09:17:40,3,172,2.5,12.978,Review,2021-04-30 19:48:38,1,3.65,Review,1398801279254
2021-04-30 19:48:38,1,0.006944444444444444,2.3,3.65,Review,2021-04-30 19:49:34,3,1.442,Relearn,1398801279254
2021-04-30 19:49:34,3,1,2.3,1.442,Relearn,2021-05-01 10:39:15,1,11.805,Review,1398801279254
2021-05-01 10:39:15,1,0.006944444444444444,2.1,11.805,Review,2021-05-01 10:39:59,3,2.451,Relearn,1398801279254
2021-05-01 10:39:59,3,1,2.1,2.451,Relearn,2021-05-02 08:15:57,3,6.67,Review,1398801279254
2021-05-02 08:15:57,3,4,2.1,6.67,Review,2021-05-06 21:09:20,3,4.974,Review,1398801279254
2021-05-06 21:09:20,3,8,2.1,4.974,Review,2021-05-14 14:28:26,3,3.608,Review,1398801279254
2021-05-14 14:28:26,3,15,2.1,3.608,Review,2021-05-29 12:27:50,1,3.594,Review,1398801279254
2021-05-29 12:27:50,1,0.006944444444444444,1.9,3.594,Review,2021-05-29 12:38:25,4,2.443,Relearn,1398801279254
2021-05-29 12:38:25,4,2,1.9,2.443,Relearn,2021-05-31 23:52:13,3,4.308,Review,1398801279254
2021-05-31 23:52:13,3,4,1.9,4.308,Review,2021-06-04 13:37:14,3,3.672,Review,1398801279254
2021-06-04 13:37:14,3,7,1.9,3.672,Review,2021-06-11 13:47:03,3,1.775,Review,1398801279254
2021-06-11 13:47:03,3,12,1.9,1.775,Review,2021-06-24 00:31:29,3,4.86,Review,1398801279254
2021-06-24 00:31:29,3,24,1.9,4.86,Review,2021-07-18 21:52:17,3,2.495,Review,1398801279254
2021-07-18 21:52:17,3,48,1.9,2.495,Review,2021-09-04 20:51:32,3,3.365,Review,1398801279254
2021-09-04 20:51:32,3,93,1.9,3.365,Review,2021-12-10 00:24:47,3,3.524,Review,1398801279254
2020-07-07 12:58:55,3,0.006944444444444444,0.0,2.026,Learn,2020-07-07 13:47:09,4,2.192,Learn,1398801279255
2020-07-07 13:47:09,4,3,2.5,2.192,Learn,2020-07-28 16:42:09,3,2.913,Review,1398801279255
2020-07-28 16:42:09,3,32,2.5,2.913,Review,2020-08-29 20:16:45,3,1.967,Review,1398801279255
2020-08-29 20:16:45,3,80,2.5,1.967,Review,2020-11-17 14:22:54,3,3.684,Review,1398801279255
2020-11-17 14:22:54,3,198,2.5,3.684,Review,2020-11-18 09:32:07,3,1.969,Review,1398801279255
2020-11-18 09:32:07,3,194,2.5,1.969,Review,2021-05-31 23:51:53,3,2.751,Review,1398801279255
2020-07-07 13:04:22,1,0.0006944444444444445,0.0,11.717,Learn,2020-07-07 13:46:26,3,5.802,Learn,1398801279256
2020-07-07 13:46:26,3,0.006944444444444444,0.0,5.802,Learn,2020-07-07 13:50:31,3,4.391,Learn,1398801279256
2020-07-07 13:50:31,3,1,2.5,4.391,Learn,2020-07-11 14:22:04,3,4.856,Review,1398801279256
2020-07-11 14:22:04,3,4,2.5,4.856,Review,2020-08-06 09:30:46,1,4.853,Review,1398801279256
2020-08-06 09:30:46,1,0.006944444444444444,2.3,4.853,Review,2020-08-06 09:33:04,3,2.6,Relearn,1398801279256
2020-08-06 09:33:04,3,1,2.3,2.6,Relearn,2020-08-08 11:11:57,3,5.175,Review,1398801279256
2020-08-08 11:11:57,3,4,2.3,5.175,Review,2020-08-14 18:16:56,1,4.94,Review,1398801279256
2020-08-14 18:16:56,1,0.006944444444444444,2.1,4.94,Review,2020-08-14 18:20:51,3,2.327,Relearn,1398801279256
2020-08-14 18:20:51,3,1,2.1,2.327,Relearn,2020-08-20 10:22:27,3,3.32,Review,1398801279256
2020-08-20 10:22:27,3,7,2.1,3.32,Review,2020-08-29 20:14:56,3,3.033,Review,1398801279256
2020-08-29 20:14:56,3,16,2.1,3.033,Review,2020-09-15 16:28:58,3,2.25,Review,1398801279256
2020-09-15 16:28:58,3,32,2.1,2.25,Review,2020-10-17 10:21:37,3,6.086,Review,1398801279256
2020-10-17 10:21:37,3,66,2.1,6.086,Review,2020-12-22 12:11:25,1,5.655,Review,1398801279256
2020-12-22 12:11:25,1,0.006944444444444444,1.9,5.655,Review,2020-12-22 12:11:47,3,1.724,Relearn,1398801279256
2020-12-22 12:11:47,3,1,1.9,1.724,Relearn,2020-12-23 10:48:15,1,8.22,Review,1398801279256
2020-12-23 10:48:15,1,0.006944444444444444,1.7,8.22,Review,2020-12-23 10:48:21,3,3.098,Relearn,1398801279256
2020-12-23 10:48:21,3,1,1.7,3.098,Relearn,2020-12-24 20:50:28,3,2.977,Review,1398801279256
2020-12-24 20:50:28,3,3,1.7,2.977,Review,2020-12-27 11:53:15,3,1.739,Review,1398801279256
2020-12-27 11:53:15,3,4,1.7,1.739,Review,2020-12-31 10:55:25,3,1.319,Review,1398801279256
2020-12-31 10:55:25,3,5,1.7,1.319,Review,2021-01-05 12:26:25,3,2.413,Review,1398801279256
2021-01-05 12:26:25,3,6,1.7,2.413,Review,2021-01-11 12:14:42,3,2.798,Review,1398801279256
2021-01-11 12:14:42,3,12,1.7,2.798,Review,2021-01-23 17:27:29,3,3.716,Review,1398801279256
2021-01-23 17:27:29,3,21,1.7,3.716,Review,2021-02-13 15:49:39,3,3.515,Review,1398801279256
2021-02-13 15:49:39,3,38,1.7,3.515,Review,2021-03-23 15:53:44,1,3.973,Review,1398801279256
2021-03-23 15:53:44,1,0.006944444444444444,1.5,3.973,Review,2021-03-23 15:54:25,3,1.549,Relearn,1398801279256
2021-03-23 15:54:25,3,1,1.5,1.549,Relearn,2021-03-24 15:34:51,3,1.989,Review,1398801279256
2021-03-24 15:34:51,3,3,1.5,1.989,Review,2021-03-27 14:34:32,3,1.859,Review,1398801279256
2021-03-27 14:34:32,3,5,1.5,1.859,Review,2021-04-01 05:37:42,3,3.135,Review,1398801279256
2021-04-01 05:37:42,3,7,1.5,3.135,Review,2021-04-09 00:24:24,1,4.483,Review,1398801279256
2021-04-09 00:24:24,1,0.006944444444444444,1.3,4.483,Review,2021-04-09 00:26:33,3,1.493,Relearn,1398801279256
2021-04-09 00:26:33,3,1,1.3,1.493,Relearn,2021-04-09 17:22:04,3,1.526,Review,1398801279256
2021-04-09 17:22:04,3,4,1.3,1.526,Review,2021-04-13 10:40:47,3,1.551,Review,1398801279256
2021-04-13 10:40:47,3,7,1.3,1.551,Review,2021-04-20 11:10:12,3,4.965,Review,1398801279256
2021-04-20 11:10:12,3,11,1.3,4.965,Review,2021-05-01 10:39:47,3,2.433,Review,1398801279256
2021-05-01 10:39:47,3,13,1.3,2.433,Review,2021-05-14 14:28:30,1,3.655,Review,1398801279256
2021-05-14 14:28:30,1,0.006944444444444444,1.3,3.655,Review,2021-05-14 14:28:31,3,1.244,Relearn,1398801279256
2021-05-14 14:28:31,3,1,1.3,1.244,Relearn,2021-05-15 09:07:25,3,1.686,Review,1398801279256
2021-05-15 09:07:25,3,4,1.3,1.686,Review,2021-05-20 00:04:05,3,2.078,Review,1398801279256
2021-05-20 00:04:05,3,6,1.3,2.078,Review,2021-05-25 11:11:04,3,2.766,Review,1398801279256
2021-05-25 11:11:04,3,10,1.3,2.766,Review,2021-06-04 13:37:03,3,2.205,Review,1398801279256
2021-06-04 13:37:03,3,12,1.3,2.205,Review,2021-06-16 17:32:52,3,2.319,Review,1398801279256
2021-06-16 17:32:52,3,17,1.3,2.319,Review,2021-07-03 14:34:50,3,3.303,Review,1398801279256
2021-07-03 14:34:50,3,25,1.3,3.303,Review,2021-07-31 01:27:26,3,2.282,Review,1398801279256
2021-07-31 01:27:26,3,32,1.3,2.282,Review,2021-08-31 22:46:48,3,2.023,Review,1398801279256
2021-08-31 22:46:48,3,44,1.3,2.023,Review,2021-10-14 23:02:04,3,1.892,Review,1398801279256
2021-10-14 23:02:04,3,57,1.3,1.892,Review,2021-12-14 10:52:30,3,3.188,Review,1398801279256
2020-07-08 14:34:17,1,0.0006944444444444445,0.0,13.392,Learn,2020-07-08 14:35:29,3,2.96,Learn,1398801279257
2020-07-08 14:35:29,3,0.006944444444444444,0.0,2.96,Learn,2020-07-08 14:40:16,3,3.242,Learn,1398801279257
2020-07-08 14:40:16,3,1,2.5,3.242,Learn,2020-07-17 09:37:07,1,4.986,Review,1398801279257
2020-07-17 09:37:07,1,0.006944444444444444,2.3,4.986,Review,2020-07-17 09:37:23,3,3.266,Relearn,1398801279257
2020-07-17 09:37:23,3,1,2.3,3.266,Relearn,2020-08-06 09:40:01,1,7.44,Review,1398801279257
2020-08-06 09:40:01,1,0.006944444444444444,2.1,7.44,Review,2020-08-06 09:45:03,1,4.362,Relearn,1398801279257
2020-08-06 09:45:03,1,0.006944444444444444,2.1,4.362,Relearn,2020-08-06 09:48:44,1,2.842,Relearn,1398801279257
2020-08-06 09:48:44,1,0.006944444444444444,2.1,2.842,Relearn,2020-08-06 09:51:27,3,2.966,Relearn,1398801279257
2020-08-06 09:51:27,3,1,2.1,2.966,Relearn,2020-08-08 11:11:24,3,4.157,Review,1398801279257
2020-08-08 11:11:24,3,3,2.1,4.157,Review,2020-08-14 18:13:31,3,5.657,Review,1398801279257
2020-08-14 18:13:31,3,8,2.1,5.657,Review,2020-08-29 20:11:18,3,3.167,Review,1398801279257
2020-08-29 20:11:18,3,23,2.1,3.167,Review,2020-09-24 18:35:02,3,4.383,Review,1398801279257
2020-09-24 18:35:02,3,46,2.1,4.383,Review,2020-11-09 09:17:44,3,4.541,Review,1398801279257
2020-11-09 09:17:44,3,95,2.1,4.541,Review,2021-02-12 11:55:29,3,2.872,Review,1398801279257
2021-02-12 11:55:29,3,205,2.1,2.872,Review,2021-09-07 23:56:30,3,4.336,Review,1398801279257
2020-07-09 10:14:06,1,0.0006944444444444445,0.0,6.857,Learn,2020-07-09 10:15:25,3,4.029,Learn,1398801279258
2020-07-09 10:15:25,3,0.006944444444444444,0.0,4.029,Learn,2020-07-09 10:22:28,1,9.496,Learn,1398801279258
2020-07-09 10:22:28,1,0.0006944444444444445,0.0,9.496,Learn,2020-07-09 10:22:34,3,3.689,Learn,1398801279258
